invoice_number,vendor_id,what_for,amount_usd,invoice_date,approval_path
INV-2026-02365,VEN062,HR advisory,12434.44,2025-09-05,manager_under_25k
INV-2026-02733,VEN013,audit and tax,21986.13,2025-09-05,manager_under_25k
INV-2026-02900,VEN020,catering,9389.97,2025-09-05,manager_under_25k
INV-2026-00741,VEN030,cloud hosting,20275.6,2025-09-06,manager_under_25k
INV-2026-01012,VEN065,office supplies,3722.0,2025-09-06,manager_under_25k
INV-2026-01355,VEN074,cleaning services,9160.74,2025-09-06,manager_under_25k
INV-2026-01780,VEN023,IT support,12128.15,2025-09-06,manager_under_25k
INV-2026-01983,VEN028,strategy consulting,54547.5,2025-09-06,cfo_over_25k
INV-2026-01988,VEN060,legal advisory,28561.26,2025-09-06,cfo_over_25k
INV-2026-02018,VEN053,couriers,9419.58,2025-09-06,manager_under_25k
INV-2026-02180,VEN079,software licenses,13268.01,2025-09-06,manager_under_25k
INV-2026-02544,VEN004,legal advisory,37027.74,2025-09-06,cfo_over_25k
INV-2026-02696,VEN006,strategy consulting,100763.31,2025-09-06,cfo_over_25k
INV-2026-02954,VEN029,HR advisory,16852.8,2025-09-06,manager_under_25k
INV-2026-00126,VEN068,industrial consumables,8321.52,2025-09-07,manager_under_25k
INV-2026-00526,VEN028,strategy consulting,19642.85,2025-09-07,manager_under_25k
INV-2026-00986,VEN069,audit and tax,10997.27,2025-09-07,manager_under_25k
INV-2026-02259,VEN034,legal advisory,30945.06,2025-09-07,cfo_over_25k
INV-2026-02729,VEN042,audit and tax,36138.82,2025-09-07,cfo_over_25k
INV-2026-02920,VEN036,security services,15104.26,2025-09-07,manager_under_25k
INV-2026-02985,VEN040,HR advisory,10987.35,2025-09-07,manager_under_25k
INV-2026-00424,VEN066,couriers,12714.48,2025-09-08,manager_under_25k
INV-2026-00658,VEN038,marketing services,26311.31,2025-09-08,cfo_over_25k
INV-2026-00897,VEN030,cloud hosting,19637.98,2025-09-08,manager_under_25k
INV-2026-00973,VEN015,fleet lease,36556.93,2025-09-08,cfo_over_25k
INV-2026-01463,VEN042,audit and tax,21739.52,2025-09-08,manager_under_25k
INV-2026-02846,VEN045,software licenses,9499.71,2025-09-08,manager_under_25k
INV-2026-02869,VEN038,marketing services,19442.09,2025-09-08,manager_under_25k
INV-2026-00167,VEN051,recruitment,33316.19,2025-09-09,cfo_over_25k
INV-2026-00186,VEN030,cloud hosting,15217.55,2025-09-09,manager_under_25k
INV-2026-00194,VEN022,legal advisory,29397.45,2025-09-09,cfo_over_25k
INV-2026-00306,VEN010,cloud hosting,42730.34,2025-09-09,cfo_over_25k
INV-2026-00689,VEN028,strategy consulting,47509.1,2025-09-09,cfo_over_25k
INV-2026-01045,VEN020,catering,15639.48,2025-09-09,manager_under_25k
INV-2026-01432,VEN031,managed print,8048.77,2025-09-09,manager_under_25k
INV-2026-01568,VEN026,cloud hosting,43490.65,2025-09-09,cfo_over_25k
INV-2026-02004,VEN026,cloud hosting,40759.39,2025-09-09,cfo_over_25k
INV-2026-02608,VEN008,telecoms,45156.39,2025-09-09,cfo_over_25k
INV-2026-02675,VEN023,IT support,19680.28,2025-09-09,manager_under_25k
INV-2026-02728,VEN056,training services,6696.26,2025-09-09,manager_under_25k
INV-2026-02775,VEN045,software licenses,21332.56,2025-09-09,manager_under_25k
INV-2026-00272,VEN058,security services,13411.7,2025-09-10,manager_under_25k
INV-2026-00354,VEN015,fleet lease,41300.49,2025-09-10,cfo_over_25k
INV-2026-00729,VEN043,utilities,27903.07,2025-09-10,cfo_over_25k
INV-2026-01564,VEN003,marketing services,48467.47,2025-09-10,cfo_over_25k
INV-2026-01934,VEN043,utilities,19751.46,2025-09-10,manager_under_25k
INV-2026-02546,VEN018,recruitment,32151.56,2025-09-10,cfo_over_25k
INV-2026-00216,VEN043,utilities,28075.12,2025-09-11,cfo_over_25k
INV-2026-00542,VEN019,security services,21739.33,2025-09-11,manager_under_25k
INV-2026-00989,VEN002,software licenses,33866.43,2025-09-11,cfo_over_25k
INV-2026-01138,VEN051,recruitment,32443.03,2025-09-11,cfo_over_25k
INV-2026-01449,VEN028,strategy consulting,59271.64,2025-09-11,cfo_over_25k
INV-2026-01672,VEN009,corporate travel,21351.93,2025-09-11,manager_under_25k
INV-2026-02020,VEN004,legal advisory,25799.56,2025-09-11,cfo_over_25k
INV-2026-02295,VEN076,utilities,41011.83,2025-09-11,cfo_over_25k
INV-2026-00289,VEN019,security services,26201.77,2025-09-12,cfo_over_25k
INV-2026-00369,VEN053,couriers,13220.07,2025-09-12,manager_under_25k
INV-2026-00802,VEN042,audit and tax,39279.16,2025-09-12,cfo_over_25k
INV-2026-00862,VEN026,cloud hosting,21826.67,2025-09-12,manager_under_25k
INV-2026-01168,VEN071,IT support,10214.31,2025-09-12,manager_under_25k
INV-2026-01598,VEN047,insurance broking,13210.43,2025-09-12,manager_under_25k
INV-2026-01906,VEN004,legal advisory,44533.52,2025-09-12,cfo_over_25k
INV-2026-02035,VEN021,training services,10937.23,2025-09-12,manager_under_25k
INV-2026-02513,VEN078,legal advisory,28761.44,2025-09-12,cfo_over_25k
INV-2026-00054,VEN015,fleet lease,26278.54,2025-09-13,manager_under_25k
INV-2026-00166,VEN024,marketing services,34247.28,2025-09-13,cfo_over_25k
INV-2026-00378,VEN030,cloud hosting,40501.6,2025-09-13,cfo_over_25k
INV-2026-00867,VEN051,recruitment,20579.35,2025-09-13,manager_under_25k
INV-2026-01407,VEN029,HR advisory,13134.94,2025-09-13,manager_under_25k
INV-2026-01484,VEN079,software licenses,28004.19,2025-09-13,cfo_over_25k
INV-2026-01682,VEN062,HR advisory,6884.87,2025-09-13,manager_under_25k
INV-2026-01918,VEN080,HR advisory,14629.39,2025-09-13,manager_under_25k
INV-2026-00546,VEN012,insurance broking,32209.87,2025-09-14,cfo_over_25k
INV-2026-00586,VEN080,HR advisory,10137.7,2025-09-14,manager_under_25k
INV-2026-01078,VEN057,marketing services,18217.84,2025-09-14,manager_under_25k
INV-2026-01198,VEN059,corporate travel,9166.71,2025-09-14,manager_under_25k
INV-2026-01330,VEN046,legal advisory,15648.97,2025-09-14,manager_under_25k
INV-2026-01450,VEN049,corporate travel,16347.02,2025-09-14,manager_under_25k
INV-2026-01625,VEN032,software licenses,49797.44,2025-09-14,cfo_over_25k
INV-2026-01638,VEN023,IT support,16548.99,2025-09-14,manager_under_25k
INV-2026-01724,VEN038,marketing services,10296.35,2025-09-14,manager_under_25k
INV-2026-01962,VEN020,catering,8578.78,2025-09-14,manager_under_25k
INV-2026-02524,VEN046,legal advisory,32725.64,2025-09-14,cfo_over_25k
INV-2026-00046,VEN001,office supplies,25350.37,2025-09-15,cfo_over_25k
INV-2026-01228,VEN034,legal advisory,36416.99,2025-09-15,cfo_over_25k
INV-2026-01985,VEN058,security services,7976.23,2025-09-15,manager_under_25k
INV-2026-02050,VEN067,insurance broking,8626.5,2025-09-15,manager_under_25k
INV-2026-02414,VEN020,catering,14151.07,2025-09-15,manager_under_25k
INV-2026-02660,VEN064,managed print,9600.4,2025-09-15,manager_under_25k
INV-2026-00188,VEN015,fleet lease,49173.71,2025-09-16,cfo_over_25k
INV-2026-01335,VEN033,audit and tax,11041.65,2025-09-16,manager_under_25k
INV-2026-01405,VEN071,IT support,10834.74,2025-09-16,manager_under_25k
INV-2026-01505,VEN028,strategy consulting,19846.08,2025-09-16,manager_under_25k
INV-2026-00822,VEN010,cloud hosting,24345.51,2025-09-17,manager_under_25k
INV-2026-01042,VEN074,cleaning services,9966.06,2025-09-17,manager_under_25k
INV-2026-01409,VEN013,audit and tax,31523.67,2025-09-17,cfo_over_25k
INV-2026-01683,VEN069,audit and tax,9861.79,2025-09-17,manager_under_25k
INV-2026-01881,VEN011,market research,17571.26,2025-09-17,manager_under_25k
INV-2026-02326,VEN016,utilities,59738.9,2025-09-17,cfo_over_25k
INV-2026-02443,VEN056,training services,15011.12,2025-09-17,manager_under_25k
INV-2026-02645,VEN006,strategy consulting,77668.75,2025-09-17,cfo_over_25k
INV-2026-02793,VEN065,office supplies,9829.21,2025-09-17,manager_under_25k
INV-2026-02801,VEN010,cloud hosting,26124.09,2025-09-17,cfo_over_25k
INV-2026-00224,VEN006,strategy consulting,104089.25,2025-09-18,cfo_over_25k
INV-2026-00808,VEN002,software licenses,12157.65,2025-09-18,manager_under_25k
INV-2026-00859,VEN040,HR advisory,15319.36,2025-09-18,manager_under_25k
INV-2026-01155,VEN036,security services,16911.38,2025-09-18,manager_under_25k
INV-2026-01356,VEN023,IT support,21379.15,2025-09-18,manager_under_25k
INV-2026-01742,VEN073,catering,8971.78,2025-09-18,manager_under_25k
INV-2026-01749,VEN024,marketing services,33361.85,2025-09-18,cfo_over_25k
INV-2026-02442,VEN004,legal advisory,61903.52,2025-09-18,cfo_over_25k
INV-2026-00074,VEN067,insurance broking,21022.71,2025-09-19,manager_under_25k
INV-2026-00090,VEN051,recruitment,17494.99,2025-09-19,manager_under_25k
INV-2026-00473,VEN022,legal advisory,37082.06,2025-09-19,cfo_over_25k
INV-2026-01747,VEN012,insurance broking,16020.5,2025-09-19,manager_under_25k
INV-2026-02377,VEN005,managed print,9496.11,2025-09-19,manager_under_25k
INV-2026-02807,VEN054,marketing services,35347.58,2025-09-19,cfo_over_25k
INV-2026-00227,VEN015,fleet lease,49733.35,2025-09-20,cfo_over_25k
INV-2026-00470,VEN046,legal advisory,36968.31,2025-09-20,cfo_over_25k
INV-2026-00559,VEN032,software licenses,37887.29,2025-09-20,cfo_over_25k
INV-2026-00805,VEN012,insurance broking,22741.46,2025-09-20,manager_under_25k
INV-2026-01616,VEN004,legal advisory,39399.81,2025-09-20,cfo_over_25k
INV-2026-02163,VEN062,HR advisory,12585.24,2025-09-20,manager_under_25k
INV-2026-00106,VEN006,strategy consulting,84421.19,2025-09-21,cfo_over_25k
INV-2026-00827,VEN018,recruitment,23636.09,2025-09-21,manager_under_25k
INV-2026-01416,VEN019,security services,26304.76,2025-09-21,cfo_over_25k
INV-2026-01534,VEN043,utilities,44817.62,2025-09-21,cfo_over_25k
INV-2026-01585,VEN026,cloud hosting,30490.98,2025-09-21,cfo_over_25k
INV-2026-01726,VEN067,insurance broking,12551.11,2025-09-21,manager_under_25k
INV-2026-02062,VEN075,training services,13375.29,2025-09-21,manager_under_25k
INV-2026-02723,VEN005,managed print,14248.86,2025-09-21,manager_under_25k
INV-2026-02823,VEN066,couriers,7507.62,2025-09-21,manager_under_25k
INV-2026-02969,VEN077,corporate travel,6716.98,2025-09-21,manager_under_25k
INV-2026-00249,VEN080,HR advisory,11692.27,2025-09-22,manager_under_25k
INV-2026-00366,VEN030,cloud hosting,38842.7,2025-09-22,cfo_over_25k
INV-2026-01192,VEN027,corporate travel,14084.74,2025-09-22,manager_under_25k
INV-2026-01280,VEN001,office supplies,8215.76,2025-09-22,manager_under_25k
INV-2026-02832,VEN022,legal advisory,36339.68,2025-09-22,cfo_over_25k
INV-2026-00016,VEN076,utilities,27570.86,2025-09-23,cfo_over_25k
INV-2026-00550,VEN057,marketing services,13445.8,2025-09-23,manager_under_25k
INV-2026-00789,VEN002,software licenses,27673.24,2025-09-23,cfo_over_25k
INV-2026-01404,VEN014,cleaning services,14812.52,2025-09-23,manager_under_25k
INV-2026-01892,VEN027,corporate travel,12906.83,2025-09-23,manager_under_25k
INV-2026-01967,VEN015,fleet lease,44383.4,2025-09-23,cfo_over_25k
INV-2026-02306,VEN016,utilities,69868.47,2025-09-23,cfo_over_25k
INV-2026-00536,VEN044,managed print,9020.79,2025-09-24,manager_under_25k
INV-2026-00932,VEN028,strategy consulting,55812.12,2025-09-24,cfo_over_25k
INV-2026-01123,VEN053,couriers,7250.93,2025-09-24,manager_under_25k
INV-2026-00148,VEN010,cloud hosting,30098.41,2025-09-25,cfo_over_25k
INV-2026-01220,VEN034,legal advisory,37477.21,2025-09-25,cfo_over_25k
INV-2026-01914,VEN039,training services,9028.2,2025-09-25,manager_under_25k
INV-2026-02120,VEN017,translation services,12991.67,2025-09-25,manager_under_25k
INV-2026-02140,VEN044,managed print,7192.09,2025-09-25,manager_under_25k
INV-2026-02368,VEN019,security services,27926.89,2025-09-25,cfo_over_25k
INV-2026-02429,VEN016,utilities,57755.77,2025-09-25,cfo_over_25k
INV-2026-02852,VEN048,cleaning services,4726.86,2025-09-25,manager_under_25k
INV-2026-00073,VEN042,audit and tax,25295.31,2025-09-26,cfo_over_25k
INV-2026-00370,VEN024,marketing services,35848.17,2025-09-26,cfo_over_25k
INV-2026-00518,VEN024,marketing services,30898.07,2025-09-26,cfo_over_25k
INV-2026-01006,VEN039,training services,15132.79,2025-09-26,manager_under_25k
INV-2026-01970,VEN042,audit and tax,27813.81,2025-09-26,cfo_over_25k
INV-2026-01971,VEN010,cloud hosting,51355.41,2025-09-26,cfo_over_25k
INV-2026-02135,VEN069,audit and tax,22674.0,2025-09-26,manager_under_25k
INV-2026-02863,VEN011,market research,6939.59,2025-09-26,manager_under_25k
INV-2026-02902,VEN063,cloud hosting,11998.02,2025-09-26,manager_under_25k
INV-2026-02959,VEN013,audit and tax,27875.5,2025-09-26,cfo_over_25k
INV-2026-00400,VEN003,marketing services,44361.84,2025-09-27,cfo_over_25k
INV-2026-00873,VEN034,legal advisory,27308.19,2025-09-27,cfo_over_25k
INV-2026-01160,VEN041,translation services,6416.1,2025-09-27,manager_under_25k
INV-2026-01582,VEN069,audit and tax,22470.19,2025-09-27,manager_under_25k
INV-2026-02173,VEN024,marketing services,36470.31,2025-09-27,cfo_over_25k
INV-2026-02703,VEN013,audit and tax,37459.03,2025-09-27,cfo_over_25k
INV-2026-00269,VEN047,insurance broking,15833.49,2025-09-28,manager_under_25k
INV-2026-00376,VEN034,legal advisory,27273.6,2025-09-28,cfo_over_25k
INV-2026-00508,VEN033,audit and tax,27206.86,2025-09-28,cfo_over_25k
INV-2026-01266,VEN006,strategy consulting,85071.98,2025-09-28,cfo_over_25k
INV-2026-01800,VEN030,cloud hosting,30678.87,2025-09-28,cfo_over_25k
INV-2026-02721,VEN024,marketing services,21911.78,2025-09-28,manager_under_25k
INV-2026-02739,VEN042,audit and tax,36873.56,2025-09-28,cfo_over_25k
INV-2026-00541,VEN057,marketing services,18755.04,2025-09-29,manager_under_25k
INV-2026-00978,VEN070,recruitment,12662.73,2025-09-29,manager_under_25k
INV-2026-01311,VEN003,marketing services,48418.99,2025-09-29,cfo_over_25k
INV-2026-01437,VEN051,recruitment,18733.63,2025-09-29,manager_under_25k
INV-2026-01964,VEN052,IT support,23912.52,2025-09-29,manager_under_25k
INV-2026-02607,VEN069,audit and tax,23275.25,2025-09-29,manager_under_25k
INV-2026-00177,VEN033,audit and tax,13504.97,2025-09-30,manager_under_25k
INV-2026-00278,VEN072,marketing services,8726.45,2025-09-30,manager_under_25k
INV-2026-01250,VEN053,couriers,8376.37,2025-09-30,manager_under_25k
INV-2026-01586,VEN054,marketing services,33313.01,2025-09-30,cfo_over_25k
INV-2026-00339,VEN013,audit and tax,32734.53,2025-10-01,cfo_over_25k
INV-2026-00389,VEN033,audit and tax,15696.51,2025-10-01,manager_under_25k
INV-2026-00588,VEN006,strategy consulting,86876.93,2025-10-01,cfo_over_25k
INV-2026-00810,VEN079,software licenses,20829.14,2025-10-01,manager_under_25k
INV-2026-01236,VEN003,marketing services,30785.96,2025-10-01,cfo_over_25k
INV-2026-01331,VEN002,software licenses,28812.99,2025-10-01,cfo_over_25k
INV-2026-01576,VEN051,recruitment,26518.1,2025-10-01,cfo_over_25k
INV-2026-01606,VEN023,IT support,26527.98,2025-10-01,cfo_over_25k
INV-2026-01744,VEN029,HR advisory,17949.32,2025-10-01,manager_under_25k
INV-2026-01789,VEN078,legal advisory,19721.53,2025-10-01,manager_under_25k
INV-2026-01999,VEN013,audit and tax,37393.37,2025-10-01,cfo_over_25k
INV-2026-02335,VEN069,audit and tax,23898.11,2025-10-01,manager_under_25k
INV-2026-02366,VEN047,insurance broking,9705.4,2025-10-01,manager_under_25k
INV-2026-02561,VEN028,strategy consulting,22284.9,2025-10-01,manager_under_25k
INV-2026-02643,VEN036,security services,12589.69,2025-10-01,manager_under_25k
INV-2026-02948,VEN029,HR advisory,15256.18,2025-10-01,manager_under_25k
INV-2026-00520,VEN060,legal advisory,16915.84,2025-10-02,manager_under_25k
INV-2026-00874,VEN015,fleet lease,43975.14,2025-10-02,cfo_over_25k
INV-2026-01393,VEN036,security services,21392.97,2025-10-02,manager_under_25k
INV-2026-01775,VEN020,catering,21629.77,2025-10-02,manager_under_25k
INV-2026-02080,VEN040,HR advisory,13571.38,2025-10-02,manager_under_25k
INV-2026-02104,VEN054,marketing services,25666.66,2025-10-02,cfo_over_25k
INV-2026-02185,VEN027,corporate travel,21303.36,2025-10-02,manager_under_25k
INV-2026-02465,VEN069,audit and tax,11281.57,2025-10-02,manager_under_25k
INV-2026-00076,VEN019,security services,14517.55,2025-10-03,manager_under_25k
INV-2026-00956,VEN052,IT support,10591.52,2025-10-03,manager_under_25k
INV-2026-01169,VEN047,insurance broking,18380.85,2025-10-03,manager_under_25k
INV-2026-01665,VEN046,legal advisory,49723.21,2025-10-03,cfo_over_25k
INV-2026-01680,VEN013,audit and tax,45681.28,2025-10-03,cfo_over_25k
INV-2026-02030,VEN038,marketing services,9936.34,2025-10-03,manager_under_25k
INV-2026-00006,VEN022,legal advisory,29310.66,2025-10-04,cfo_over_25k
INV-2026-00743,VEN034,legal advisory,31272.15,2025-10-04,cfo_over_25k
INV-2026-00979,VEN033,audit and tax,11453.32,2025-10-04,manager_under_25k
INV-2026-01172,VEN006,strategy consulting,45547.27,2025-10-04,cfo_over_25k
INV-2026-01370,VEN018,recruitment,28441.35,2025-10-04,cfo_over_25k
INV-2026-01388,VEN015,fleet lease,55309.19,2025-10-04,cfo_over_25k
INV-2026-01400,VEN003,marketing services,45011.14,2025-10-04,cfo_over_25k
INV-2026-01760,VEN048,cleaning services,7360.22,2025-10-04,manager_under_25k
INV-2026-02115,VEN016,utilities,59360.56,2025-10-04,cfo_over_25k
INV-2026-00096,VEN009,corporate travel,26295.23,2025-10-05,cfo_over_25k
INV-2026-01253,VEN004,legal advisory,29526.7,2025-10-05,cfo_over_25k
INV-2026-01389,VEN011,market research,16303.05,2025-10-05,manager_under_25k
INV-2026-02036,VEN051,recruitment,23518.32,2025-10-05,manager_under_25k
INV-2026-02451,VEN032,software licenses,32694.74,2025-10-05,cfo_over_25k
INV-2026-02482,VEN014,cleaning services,12232.27,2025-10-05,manager_under_25k
INV-2026-02679,VEN038,marketing services,23105.14,2025-10-05,manager_under_25k
INV-2026-02815,VEN008,telecoms,46787.18,2025-10-05,cfo_over_25k
INV-2026-02976,VEN022,legal advisory,28972.67,2025-10-05,cfo_over_25k
INV-2026-00968,VEN015,fleet lease,44683.46,2025-10-06,cfo_over_25k
INV-2026-01203,VEN049,corporate travel,13842.56,2025-10-06,manager_under_25k
INV-2026-01251,VEN046,legal advisory,40922.8,2025-10-06,cfo_over_25k
INV-2026-01307,VEN019,security services,22293.71,2025-10-06,manager_under_25k
INV-2026-01732,VEN023,IT support,19838.08,2025-10-06,manager_under_25k
INV-2026-01946,VEN013,audit and tax,42070.61,2025-10-06,cfo_over_25k
INV-2026-02006,VEN006,strategy consulting,121035.27,2025-10-06,cfo_over_25k
INV-2026-02075,VEN015,fleet lease,37379.34,2025-10-06,cfo_over_25k
INV-2026-02261,VEN063,cloud hosting,30212.22,2025-10-06,cfo_over_25k
INV-2026-02311,VEN027,corporate travel,17342.95,2025-10-06,manager_under_25k
INV-2026-00529,VEN033,audit and tax,22550.12,2025-10-07,manager_under_25k
INV-2026-01064,VEN029,HR advisory,11901.49,2025-10-07,manager_under_25k
INV-2026-01109,VEN013,audit and tax,37495.19,2025-10-07,cfo_over_25k
INV-2026-02025,VEN021,training services,15893.85,2025-10-07,manager_under_25k
INV-2026-02613,VEN060,legal advisory,24290.83,2025-10-07,manager_under_25k
INV-2026-02730,VEN037,catering,11914.21,2025-10-07,manager_under_25k
INV-2026-00320,VEN008,telecoms,24215.73,2025-10-08,manager_under_25k
INV-2026-00381,VEN003,marketing services,21678.74,2025-10-08,manager_under_25k
INV-2026-01567,VEN010,cloud hosting,49572.06,2025-10-08,cfo_over_25k
INV-2026-01931,VEN026,cloud hosting,34699.23,2025-10-08,cfo_over_25k
INV-2026-02057,VEN072,marketing services,24677.65,2025-10-08,manager_under_25k
INV-2026-02162,VEN068,industrial consumables,9533.94,2025-10-08,manager_under_25k
INV-2026-02362,VEN045,software licenses,13007.65,2025-10-08,manager_under_25k
INV-2026-02370,VEN032,software licenses,57815.48,2025-10-08,cfo_over_25k
INV-2026-02618,VEN070,recruitment,21185.21,2025-10-08,manager_under_25k
INV-2026-02656,VEN022,legal advisory,25076.33,2025-10-08,cfo_over_25k
INV-2026-02968,VEN016,utilities,40914.02,2025-10-08,cfo_over_25k
INV-2026-00154,VEN030,cloud hosting,16717.67,2025-10-09,manager_under_25k
INV-2026-00373,VEN057,marketing services,25005.67,2025-10-09,cfo_over_25k
INV-2026-00899,VEN046,legal advisory,46844.37,2025-10-09,cfo_over_25k
INV-2026-01723,VEN063,cloud hosting,27986.14,2025-10-09,cfo_over_25k
