po_number,supplier_id,item,units,total_usd,po_date
PO-DM-01231,SUP048,steel sheets,1450,1554095.5,2026-02-16
PO-DM-01395,SUP031,steel plate,792,584757.36,2026-02-16
PO-DM-01717,SUP019,copper bar,1278,450277.74,2026-02-16
PO-DM-02116,SUP049,brass connector,1349,25887.31,2026-02-16
PO-DM-02390,SUP011,steel plate,1110,1175401.2,2026-02-16
PO-DM-00331,SUP011,steel plate,1395,1327063.5,2026-02-17
PO-DM-00884,SUP031,steel coil,251,260748.84,2026-02-17
PO-DM-01900,SUP032,M10 nut pack,249,92.13,2026-02-17
PO-DM-02128,SUP021,stamped bracket,1347,27236.34,2026-02-17
PO-DM-00019,SUP035,precision sleeve,1247,99747.53,2026-02-18
PO-DM-00838,SUP011,steel sheets,771,807082.8,2026-02-18
PO-DM-01740,SUP019,copper bar,1356,546006.96,2026-02-18
PO-DM-02364,SUP021,stamped clip,490,4424.7,2026-02-18
PO-DM-00648,SUP002,aluminum profile,328,35030.4,2026-02-19
PO-DM-01252,SUP011,steel coil,251,267289.9,2026-02-19
PO-DM-01529,SUP041,composite tube,1203,430890.54,2026-02-19
PO-DM-01813,SUP020,circlip 12mm,86,19.78,2026-02-19
PO-DM-00413,SUP009,resistor pack,331,29.79,2026-02-20
PO-DM-00502,SUP005,casting bracket,82,12898.6,2026-02-20
PO-DM-00679,SUP033,casting bracket,171,15651.63,2026-02-20
PO-DM-00949,SUP037,plastic pellets,1421,2074.66,2026-02-20
PO-DM-00957,SUP048,steel coil,1445,1672327.4,2026-02-20
PO-DM-01657,SUP045,bearing 6204,601,8137.54,2026-02-20
PO-DM-02163,SUP048,steel sheets,1245,1403862.0,2026-02-20
PO-DM-02487,SUP006,plastic pellets,1127,1442.56,2026-02-20
PO-DM-02498,SUP042,machined housing,396,60001.92,2026-02-20
PO-DM-00572,SUP037,plastic resin,479,1135.23,2026-02-21
PO-DM-00712,SUP031,steel plate,897,976187.16,2026-02-21
PO-DM-00827,SUP041,composite panel,972,329430.24,2026-02-21
PO-DM-00897,SUP019,brass sheet,799,100130.68,2026-02-21
PO-DM-01480,SUP004,chip B,950,10488.0,2026-02-21
PO-DM-02285,SUP033,casting bracket,315,43734.6,2026-02-21
PO-DM-00802,SUP049,brass connector,262,4888.92,2026-02-22
PO-DM-00895,SUP029,chip C,1235,19821.75,2026-02-22
PO-DM-01048,SUP041,composite tube,1126,343193.54,2026-02-22
PO-DM-01886,SUP048,steel plate,53,43688.96,2026-02-22
PO-DM-01888,SUP038,PCB assembly type A,1114,163056.18,2026-02-22
PO-DM-01981,SUP032,M8 bolt pack,436,392.4,2026-02-22
PO-DM-00132,SUP037,plastic pellets,942,1733.28,2026-02-23
PO-DM-00594,SUP002,aluminum profile,1026,66361.68,2026-02-23
PO-DM-01707,SUP002,aluminum profile,1268,130350.4,2026-02-23
PO-DM-01884,SUP010,aluminum casting body,232,26501.36,2026-02-23
PO-DM-02387,SUP034,machined component A,361,23761.02,2026-02-23
PO-DM-02474,SUP026,gear set B,726,134193.84,2026-02-23
PO-DM-00608,SUP021,stamped bracket,543,11397.57,2026-02-24
PO-DM-01084,SUP015,memory chip 8GB,440,7290.8,2026-02-24
PO-DM-01289,SUP041,composite panel,267,66667.23,2026-02-24
PO-DM-01535,SUP031,steel coil,1336,1843466.24,2026-02-24
PO-DM-00136,SUP012,plastic pellets,747,1008.45,2026-02-25
PO-DM-00245,SUP029,chip C,715,11304.15,2026-02-25
PO-DM-00669,SUP011,steel coil,418,402003.14,2026-02-25
PO-DM-00775,SUP010,aluminum gear housing,983,227082.83,2026-02-25
PO-DM-00921,SUP004,chip C,751,15936.22,2026-02-25
PO-DM-01063,SUP048,steel sheets,120,143283.6,2026-02-25
PO-DM-01401,SUP031,steel sheets,955,1109137.0,2026-02-25
PO-DM-01653,SUP008,machined bracket,156,5378.88,2026-02-25
PO-DM-02112,SUP025,vac-formed tray,1198,33663.8,2026-02-25
PO-DM-02148,SUP049,brass connector,277,5359.95,2026-02-25
PO-DM-00268,SUP027,powder-coated steel coil,143,181984.66,2026-02-26
PO-DM-01038,SUP011,steel plate,1009,817421.17,2026-02-26
PO-DM-01376,SUP034,machined component B,335,42491.4,2026-02-26
PO-DM-01808,SUP002,aluminum profile,891,69578.19,2026-02-26
PO-DM-00254,SUP015,memory chip 8GB,155,3371.25,2026-02-27
PO-DM-00820,SUP041,composite tube,1197,399175.56,2026-02-27
PO-DM-00924,SUP027,galvanized steel sheet,1024,1444495.36,2026-02-27
PO-DM-00942,SUP001,steel sheets,347,352232.76,2026-02-27
PO-DM-01143,SUP019,copper bar,954,207466.38,2026-02-27
PO-DM-01503,SUP042,machined bracket,871,41616.38,2026-02-27
PO-DM-02135,SUP004,chip B,1112,14567.2,2026-02-27
PO-DM-02356,SUP031,steel coil,1156,1471865.44,2026-02-27
PO-DM-00833,SUP048,steel coil,323,326934.14,2026-02-28
PO-DM-00849,SUP033,casting bracket,1255,160966.3,2026-02-28
PO-DM-01994,SUP026,gear set A,267,24844.35,2026-02-28
PO-DM-00165,SUP017,polypropylene resin,934,1877.34,2026-03-01
PO-DM-00909,SUP040,aluminum sheet,1047,150150.27,2026-03-01
PO-DM-01155,SUP034,machined component A,1040,61318.4,2026-03-01
PO-DM-01239,SUP009,resistor pack,79,13.43,2026-03-01
PO-DM-01558,SUP048,steel sheets,482,440923.96,2026-03-01
PO-DM-01589,SUP009,capacitor pack,1463,438.9,2026-03-01
PO-DM-01934,SUP050,plastic pellets,826,925.12,2026-03-01
PO-DM-02011,SUP023,composite panel,1378,427648.52,2026-03-01
PO-DM-00032,SUP048,steel sheets,592,612536.48,2026-03-02
PO-DM-00091,SUP011,steel sheets,930,1046268.6,2026-03-02
PO-DM-00377,SUP017,ABS resin,1001,1961.96,2026-03-02
PO-DM-01114,SUP003,plastic resin,1303,2788.42,2026-03-02
PO-DM-01484,SUP040,aluminum profile,1371,161791.71,2026-03-02
PO-DM-01514,SUP001,steel sheets,1014,1184230.32,2026-03-02
PO-DM-01645,SUP041,composite tube,223,76127.74,2026-03-02
PO-DM-01871,SUP043,molded part B,1438,16292.54,2026-03-02
PO-DM-02165,SUP015,memory chip 8GB,702,13323.96,2026-03-02
PO-DM-02291,SUP041,composite panel,954,399220.38,2026-03-02
PO-DM-00748,SUP050,plastic pellets,1199,2014.32,2026-03-03
PO-DM-01122,SUP044,forged shaft,879,167809.89,2026-03-03
PO-DM-02081,SUP003,plastic resin,1077,2175.54,2026-03-03
PO-DM-02175,SUP023,composite panel,1198,350163.42,2026-03-03
PO-DM-02345,SUP009,resistor pack,1387,249.66,2026-03-03
PO-DM-00200,SUP015,memory chip 8GB,398,6129.2,2026-03-04
PO-DM-00292,SUP008,machined housing,949,111194.33,2026-03-04
PO-DM-01148,SUP002,aluminum profile,380,38125.4,2026-03-04
PO-DM-01158,SUP022,plastic pellets,1058,1936.14,2026-03-04
PO-DM-01591,SUP038,PCB assembly type A,266,42073.22,2026-03-04
PO-DM-00061,SUP009,resistor pack,1162,185.92,2026-03-05
PO-DM-00618,SUP001,steel sheets,939,836273.4,2026-03-05
PO-DM-00688,SUP001,steel plate,701,748962.42,2026-03-05
PO-DM-00975,SUP005,casting bracket,535,58240.1,2026-03-05
PO-DM-01213,SUP033,casting bracket,232,30343.28,2026-03-05
PO-DM-02493,SUP035,precision shaft,128,14969.6,2026-03-05
PO-DM-00240,SUP022,plastic resin,975,1950.0,2026-03-06
PO-DM-00684,SUP011,steel plate,1200,1172904.0,2026-03-06
PO-DM-00699,SUP047,plastic resin,742,1565.62,2026-03-06
PO-DM-01650,SUP004,chip B,1439,14174.15,2026-03-06
PO-DM-01678,SUP046,diecast bracket,442,19669.0,2026-03-06
PO-DM-01685,SUP005,casting body,1469,285309.18,2026-03-06
PO-DM-01736,SUP006,plastic resin,1013,2380.55,2026-03-06
PO-DM-02256,SUP048,steel coil,231,298022.34,2026-03-06
PO-DM-02412,SUP033,casting body,906,176706.24,2026-03-06
PO-DM-00320,SUP031,steel sheets,1494,1515199.86,2026-03-07
PO-DM-00521,SUP012,plastic resin,1330,2646.7,2026-03-07
PO-DM-00881,SUP006,plastic resin,379,613.98,2026-03-07
PO-DM-01085,SUP031,steel coil,396,552198.24,2026-03-07
PO-DM-01983,SUP001,steel sheets,349,348724.29,2026-03-07
PO-DM-00153,SUP003,plastic pellets,1291,2117.24,2026-03-08
PO-DM-00264,SUP037,plastic resin,157,249.63,2026-03-08
PO-DM-00275,SUP014,iron casting bracket,401,66602.09,2026-03-08
PO-DM-00304,SUP021,stamped bracket,1405,26287.55,2026-03-08
PO-DM-00817,SUP024,aluminum bracket,236,16423.24,2026-03-08
PO-DM-01014,SUP005,casting bracket,276,37144.08,2026-03-08
PO-DM-01286,SUP035,precision sleeve,1389,71297.37,2026-03-08
PO-DM-01303,SUP007,stamped bracket,1135,31416.8,2026-03-08
PO-DM-01366,SUP031,steel sheets,680,583902.4,2026-03-08
PO-DM-00055,SUP014,iron casting body,1235,256336.6,2026-03-09
PO-DM-00210,SUP028,anodizing service batch,498,286175.7,2026-03-09
PO-DM-01041,SUP037,plastic pellets,429,810.81,2026-03-09
PO-DM-01515,SUP047,plastic resin,60,102.0,2026-03-09
PO-DM-02125,SUP041,composite tube,1348,319004.2,2026-03-09
PO-DM-02215,SUP001,steel sheets,614,570565.64,2026-03-09
PO-DM-00323,SUP011,steel sheets,538,536353.72,2026-03-10
PO-DM-00785,SUP015,memory chip 8GB,1406,25532.96,2026-03-10
PO-DM-01186,SUP004,chip B,284,2578.72,2026-03-10
PO-DM-01575,SUP044,forged shaft,1019,107198.8,2026-03-10
PO-DM-00244,SUP011,steel sheets,184,164527.28,2026-03-11
PO-DM-01457,SUP001,steel plate,873,892066.32,2026-03-11
PO-DM-01803,SUP040,aluminum sheet,1201,156298.14,2026-03-11
PO-DM-01858,SUP008,machined housing,952,120351.84,2026-03-11
PO-DM-02092,SUP014,iron casting body,952,180251.68,2026-03-11
PO-DM-00026,SUP048,steel sheets,1089,1273498.38,2026-03-12
PO-DM-01446,SUP011,steel plate,1245,884896.2,2026-03-12
PO-DM-01501,SUP007,stamped bracket,1193,27510.58,2026-03-12
PO-DM-01565,SUP006,plastic resin,1380,2332.2,2026-03-12
PO-DM-02079,SUP010,aluminum casting body,1447,188399.4,2026-03-12
PO-DM-00211,SUP008,machined bracket,1336,41562.96,2026-03-13
PO-DM-00580,SUP013,forged steel hub,1232,321773.76,2026-03-13
PO-DM-00718,SUP001,steel sheets,1449,1452463.11,2026-03-13
PO-DM-01301,SUP027,powder-coated steel coil,1303,2057606.39,2026-03-13
PO-DM-02026,SUP008,machined bracket,598,19470.88,2026-03-13
PO-DM-01126,SUP049,brass connector,1192,21694.4,2026-03-14
PO-DM-01235,SUP046,diecast bracket,1204,63836.08,2026-03-14
PO-DM-01734,SUP010,aluminum casting body,721,73635.73,2026-03-14
PO-DM-00195,SUP043,molded part A,1314,6149.52,2026-03-15
PO-DM-01003,SUP017,polypropylene resin,1260,2419.2,2026-03-15
PO-DM-01278,SUP029,chip B,1046,9853.32,2026-03-15
PO-DM-01810,SUP004,chip A,1278,10607.4,2026-03-15
PO-DM-02166,SUP013,forged steel hub,1211,262145.17,2026-03-15
PO-DM-02434,SUP001,steel coil,667,640926.97,2026-03-15
PO-DM-00261,SUP025,vac-formed housing,192,4108.8,2026-03-16
PO-DM-00761,SUP018,casting body,1013,146165.77,2026-03-16
PO-DM-00769,SUP038,PCB assembly type A,315,44556.75,2026-03-16
PO-DM-00826,SUP033,casting body,898,129060.56,2026-03-16
PO-DM-01060,SUP044,forged shaft,811,116459.6,2026-03-16
PO-DM-01331,SUP005,casting bracket,1333,163292.5,2026-03-16
PO-DM-00222,SUP011,steel plate,503,482407.18,2026-03-17
PO-DM-00941,SUP038,PCB assembly type A,379,45066.89,2026-03-17
PO-DM-01209,SUP001,steel sheets,334,387620.36,2026-03-17
PO-DM-01659,SUP011,steel coil,963,951212.88,2026-03-17
PO-DM-01732,SUP031,steel coil,1277,1459981.33,2026-03-17
PO-DM-01796,SUP033,casting body,955,186931.7,2026-03-17
PO-DM-01841,SUP036,wireform handle,1093,3235.28,2026-03-17
PO-DM-02106,SUP048,steel plate,916,740073.04,2026-03-17
PO-DM-02468,SUP029,chip C,370,4687.9,2026-03-17
PO-DM-00487,SUP007,stamped clip,814,5274.72,2026-03-18
PO-DM-00755,SUP040,aluminum sheet,505,68129.55,2026-03-18
PO-DM-00837,SUP003,plastic resin,1081,2216.05,2026-03-18
PO-DM-00917,SUP022,plastic pellets,1277,2515.69,2026-03-18
PO-DM-01112,SUP048,steel coil,957,1230242.64,2026-03-18
PO-DM-01161,SUP015,memory chip 8GB,766,14155.68,2026-03-18
PO-DM-01244,SUP036,wireform clip,1403,1992.26,2026-03-18
PO-DM-01250,SUP031,steel sheets,249,291628.8,2026-03-18
PO-DM-01464,SUP048,steel plate,1007,812820.19,2026-03-18
PO-DM-01681,SUP032,M8 bolt pack,64,32.0,2026-03-18
PO-DM-02147,SUP001,steel sheets,344,367942.4,2026-03-18
PO-DM-00014,SUP034,machined component A,996,44999.28,2026-03-19
PO-DM-00427,SUP025,vac-formed tray,409,10225.0,2026-03-19
PO-DM-01383,SUP007,stamped bracket,365,6453.2,2026-03-19
PO-DM-01787,SUP006,plastic resin,996,1424.28,2026-03-19
PO-DM-01945,SUP013,forged steel arm,158,42435.64,2026-03-19
PO-DM-00231,SUP048,steel coil,237,295835.25,2026-03-20
PO-DM-00372,SUP001,steel sheets,216,187036.56,2026-03-20
PO-DM-00423,SUP027,powder-coated steel coil,632,866364.56,2026-03-20
PO-DM-00447,SUP001,steel coil,418,541744.72,2026-03-20
PO-DM-01047,SUP002,aluminum profile,252,15601.32,2026-03-20
PO-DM-01495,SUP029,chip A,1340,11751.8,2026-03-20
PO-DM-01686,SUP008,machined housing,54,8338.14,2026-03-20
PO-DM-01838,SUP047,plastic pellets,836,1287.44,2026-03-20
PO-DM-02067,SUP040,aluminum sheet,1027,107896.62,2026-03-20
PO-DM-02298,SUP025,vac-formed tray,747,12952.98,2026-03-20
PO-DM-02471,SUP029,chip B,571,6743.51,2026-03-20
PO-DM-02489,SUP046,diecast bracket,118,8538.48,2026-03-20
PO-DM-00241,SUP001,steel plate,1117,916666.05,2026-03-21
PO-DM-01428,SUP034,machined component B,1241,133395.09,2026-03-21
PO-DM-01490,SUP010,aluminum casting body,948,144171.84,2026-03-21
PO-DM-01607,SUP040,aluminum profile,1484,125012.16,2026-03-21
PO-DM-01640,SUP032,M10 nut pack,1199,743.38,2026-03-21
PO-DM-00042,SUP042,machined bracket,1429,69892.39,2026-03-22
PO-DM-00229,SUP042,machined bracket,1454,57796.5,2026-03-22
PO-DM-00349,SUP037,plastic resin,308,455.84,2026-03-22
PO-DM-00559,SUP015,memory chip 8GB,1351,24723.3,2026-03-22
PO-DM-00892,SUP037,plastic pellets,1179,1414.8,2026-03-22
PO-DM-01010,SUP015,memory chip 8GB,858,13728.0,2026-03-22
PO-DM-01032,SUP029,chip C,172,2167.2,2026-03-22
PO-DM-01166,SUP046,diecast bracket,1021,81537.06,2026-03-22
PO-DM-01265,SUP049,brass connector,1299,23745.72,2026-03-22
PO-DM-01468,SUP029,chip B,596,7819.52,2026-03-22
PO-DM-01737,SUP001,steel plate,844,844438.88,2026-03-22
PO-DM-01844,SUP029,chip C,107,2029.79,2026-03-22
PO-DM-01914,SUP038,PCB assembly type A,836,107359.12,2026-03-22
PO-DM-02131,SUP011,steel coil,895,1215947.0,2026-03-22
PO-DM-02168,SUP008,machined housing,651,80951.85,2026-03-22
PO-DM-02176,SUP048,steel plate,203,188704.74,2026-03-22
PO-DM-02283,SUP009,resistor pack,856,77.04,2026-03-22
PO-DM-00337,SUP014,iron casting bracket,568,63934.08,2026-03-23
PO-DM-00741,SUP004,chip C,488,10038.16,2026-03-23
PO-DM-01274,SUP011,steel coil,870,848110.8,2026-03-23
PO-DM-01337,SUP018,casting body,798,135109.38,2026-03-23
PO-DM-02492,SUP050,plastic pellets,1054,1328.04,2026-03-23
PO-DM-00034,SUP006,plastic pellets,867,1734.0,2026-03-24
PO-DM-00318,SUP007,stamped clip,252,3202.92,2026-03-24
PO-DM-00475,SUP011,steel coil,829,961482.49,2026-03-24
PO-DM-00495,SUP041,composite panel,1388,663241.92,2026-03-24
PO-DM-00616,SUP023,composite tube,1251,383881.86,2026-03-24
PO-DM-00683,SUP035,precision sleeve,1359,159342.75,2026-03-24
PO-DM-00904,SUP013,forged steel arm,145,21110.55,2026-03-24
PO-DM-00987,SUP048,steel sheets,1231,1294470.36,2026-03-24
PO-DM-01096,SUP012,plastic resin,89,155.75,2026-03-24
PO-DM-01133,SUP044,forged hub,562,96579.7,2026-03-24
PO-DM-01339,SUP003,plastic pellets,538,855.42,2026-03-24
PO-DM-01497,SUP026,gear set A,373,39150.08,2026-03-24
PO-DM-01608,SUP006,plastic pellets,1478,2083.98,2026-03-24
PO-DM-01673,SUP020,circlip 12mm,1152,149.76,2026-03-24
PO-DM-01906,SUP005,casting body,290,63341.8,2026-03-24
PO-DM-01910,SUP050,plastic resin,999,2437.56,2026-03-24
PO-DM-02210,SUP001,steel coil,807,802174.14,2026-03-24
PO-DM-02260,SUP018,casting body,223,32196.74,2026-03-24
PO-DM-02365,SUP001,steel plate,357,304321.08,2026-03-24
PO-DM-00119,SUP001,steel coil,509,632463.04,2026-03-25
PO-DM-00750,SUP029,chip B,584,7171.52,2026-03-25
PO-DM-01283,SUP038,PCB assembly type A,880,80801.6,2026-03-26
PO-DM-01541,SUP004,chip B,633,7747.92,2026-03-26
PO-DM-01805,SUP002,aluminum sheet,405,32886.0,2026-03-26
PO-DM-02016,SUP023,composite panel,1459,465887.88,2026-03-26
PO-DM-02046,SUP027,powder-coated steel coil,333,505127.7,2026-03-26
PO-DM-02080,SUP002,aluminum profile,491,53248.95,2026-03-26
PO-DM-00281,SUP008,machined bracket,1283,42197.87,2026-03-27
PO-DM-00398,SUP029,chip C,1021,14967.86,2026-03-27
PO-DM-00724,SUP038,PCB assembly type B,891,135164.7,2026-03-27
PO-DM-00758,SUP035,precision shaft,1442,245082.32,2026-03-27
PO-DM-00805,SUP044,forged shaft,144,14145.12,2026-03-27
PO-DM-00885,SUP020,circlip 12mm,781,109.34,2026-03-27
PO-DM-00933,SUP026,gear set A,1114,89922.08,2026-03-27
PO-DM-01754,SUP040,aluminum sheet,880,128260.0,2026-03-27
PO-DM-02033,SUP001,steel coil,839,852692.48,2026-03-27
PO-DM-02201,SUP006,plastic pellets,688,1197.12,2026-03-27
PO-DM-02352,SUP007,stamped bracket,350,9170.0,2026-03-27
PO-DM-02441,SUP011,steel coil,465,462609.9,2026-03-27
PO-DM-00535,SUP032,M8 bolt pack,273,212.94,2026-03-28
PO-DM-00671,SUP023,composite panel,376,92507.28,2026-03-28
PO-DM-01259,SUP048,steel sheets,1288,1153365.36,2026-03-28
PO-DM-01523,SUP035,precision shaft,1188,196376.4,2026-03-28
PO-DM-01922,SUP021,stamped clip,1164,8578.68,2026-03-28
PO-DM-02270,SUP040,aluminum sheet,1304,175401.04,2026-03-28
PO-DM-02277,SUP001,steel coil,119,147595.7,2026-03-28
PO-DM-02324,SUP050,plastic resin,1291,2427.08,2026-03-28
PO-DM-00207,SUP026,gear set B,94,22290.22,2026-03-29
PO-DM-00370,SUP029,chip C,1239,16776.06,2026-03-29
PO-DM-00605,SUP024,aluminum housing,1464,76728.24,2026-03-29
PO-DM-00821,SUP019,copper bar,976,219687.84,2026-03-29
PO-DM-01042,SUP042,machined bracket,706,36055.42,2026-03-29
PO-DM-01095,SUP001,steel plate,605,583939.95,2026-03-29
PO-DM-01142,SUP028,anodizing service batch,537,218424.75,2026-03-29
PO-DM-01304,SUP012,plastic resin,1000,2320.0,2026-03-29
PO-DM-01424,SUP021,stamped bracket,861,17331.93,2026-03-29
PO-DM-01439,SUP017,polypropylene resin,117,189.54,2026-03-29
PO-DM-01703,SUP014,iron casting bracket,527,89864.04,2026-03-29
PO-DM-01849,SUP008,machined housing,1075,168871.75,2026-03-29
PO-DM-01877,SUP007,stamped bracket,399,9795.45,2026-03-29
PO-DM-02146,SUP010,aluminum casting body,824,140203.6,2026-03-29
PO-DM-00343,SUP023,composite tube,260,50962.6,2026-03-30
PO-DM-00449,SUP017,ABS resin,819,1523.34,2026-03-30
PO-DM-00454,SUP004,chip A,281,2003.53,2026-03-30
PO-DM-00460,SUP040,aluminum profile,668,75203.44,2026-03-30
PO-DM-00510,SUP047,plastic pellets,430,735.3,2026-03-30
PO-DM-00781,SUP036,wireform clip,1266,2772.54,2026-03-30
PO-DM-00875,SUP027,powder-coated steel coil,946,1267819.74,2026-03-30
PO-DM-01208,SUP039,casting bracket,720,89712.0,2026-03-30
PO-DM-01463,SUP043,molded part A,1231,11066.69,2026-03-30
PO-DM-02406,SUP016,bearing 6206,439,10439.42,2026-03-30
PO-DM-00296,SUP034,machined component A,732,24346.32,2026-03-31
PO-DM-01230,SUP044,forged hub,552,107965.68,2026-03-31
PO-DM-00591,SUP002,aluminum sheet,562,48663.58,2026-04-01
PO-DM-01598,SUP002,aluminum sheet,899,97856.15,2026-04-01
PO-DM-01637,SUP043,molded part B,232,3619.2,2026-04-01
PO-DM-01801,SUP031,steel sheets,247,278843.24,2026-04-01
PO-DM-01821,SUP011,steel sheets,1154,1002745.22,2026-04-01
PO-DM-02287,SUP002,aluminum profile,375,27712.5,2026-04-01
PO-DM-02375,SUP046,diecast housing,884,94755.96,2026-04-01
PO-DM-02499,SUP034,machined component B,1107,67670.91,2026-04-01
PO-DM-00432,SUP008,machined housing,1468,133984.36,2026-04-02
PO-DM-01146,SUP030,plastic resin,347,839.74,2026-04-02
PO-DM-01371,SUP011,steel plate,1097,1181863.92,2026-04-02
PO-DM-01408,SUP003,plastic pellets,138,160.08,2026-04-02
PO-DM-01454,SUP002,aluminum profile,738,66272.4,2026-04-02
PO-DM-01617,SUP038,PCB assembly type A,767,84308.64,2026-04-02
PO-DM-01716,SUP029,chip A,190,1590.3,2026-04-02
PO-DM-01812,SUP029,chip C,701,15267.78,2026-04-02
PO-DM-02221,SUP011,steel coil,340,470223.4,2026-04-02
PO-DM-02273,SUP023,composite tube,1033,245864.33,2026-04-02
PO-DM-02108,SUP010,aluminum gear housing,909,176764.14,2026-04-03
PO-DM-00225,SUP002,aluminum profile,845,73700.9,2026-04-04
PO-DM-00463,SUP024,aluminum bracket,755,58195.4,2026-04-04
PO-DM-00818,SUP029,chip C,1201,16898.07,2026-04-04
PO-DM-01219,SUP013,forged steel arm,904,146086.4,2026-04-04
PO-DM-01306,SUP031,steel coil,1068,1099345.8,2026-04-04
PO-DM-00219,SUP009,capacitor pack,981,206.01,2026-04-05
PO-DM-00459,SUP007,stamped clip,1232,13280.96,2026-04-05
PO-DM-00836,SUP006,plastic pellets,1456,2052.96,2026-04-05
PO-DM-00871,SUP029,chip B,697,6328.76,2026-04-05
PO-DM-00961,SUP041,composite panel,638,155786.84,2026-04-05
PO-DM-01254,SUP022,plastic resin,691,1423.46,2026-04-05
PO-DM-01343,SUP019,copper bar,975,328194.75,2026-04-05
PO-DM-02497,SUP031,steel plate,84,69977.88,2026-04-05
PO-DM-00217,SUP048,steel sheets,512,589337.6,2026-04-06
PO-DM-00844,SUP012,plastic pellets,259,427.35,2026-04-06
PO-DM-00973,SUP022,plastic pellets,1461,1621.71,2026-04-06
PO-DM-01190,SUP023,composite panel,316,71902.64,2026-04-06
PO-DM-01423,SUP047,plastic pellets,417,462.87,2026-04-06
PO-DM-01705,SUP043,molded part A,745,7829.95,2026-04-06
PO-DM-02262,SUP011,steel sheets,298,330532.66,2026-04-06
PO-DM-02264,SUP024,aluminum housing,329,23069.48,2026-04-06
PO-DM-00409,SUP019,copper bar,639,144931.59,2026-04-07
PO-DM-00579,SUP008,machined housing,556,77022.68,2026-04-07
PO-DM-00795,SUP039,casting body,645,108888.9,2026-04-07
PO-DM-00877,SUP038,PCB assembly type B,1348,185066.92,2026-04-07
PO-DM-01369,SUP006,plastic resin,1152,2787.84,2026-04-07
PO-DM-01531,SUP015,memory chip 8GB,554,11163.1,2026-04-07
PO-DM-01727,SUP004,chip B,257,2338.7,2026-04-07
PO-DM-00267,SUP002,aluminum sheet,277,28436.82,2026-04-08
PO-DM-00347,SUP002,aluminum sheet,794,96113.7,2026-04-08
PO-DM-00348,SUP004,chip A,342,3553.38,2026-04-08
PO-DM-00986,SUP011,steel coil,298,330181.02,2026-04-08
PO-DM-01713,SUP010,aluminum casting body,1110,162326.4,2026-04-08
PO-DM-02235,SUP043,molded part B,1129,9144.9,2026-04-08
PO-DM-00021,SUP035,precision shaft,363,51814.62,2026-04-09
PO-DM-01532,SUP002,aluminum sheet,103,10582.22,2026-04-09
PO-DM-01663,SUP001,steel coil,609,742395.36,2026-04-09
PO-DM-01677,SUP017,polypropylene resin,90,182.7,2026-04-09
PO-DM-01800,SUP015,memory chip 8GB,740,15214.4,2026-04-09
PO-DM-00023,SUP023,composite panel,1443,587863.77,2026-04-10
PO-DM-00850,SUP006,plastic resin,652,1264.88,2026-04-10
PO-DM-01247,SUP019,copper bar,1140,286607.4,2026-04-10
PO-DM-01751,SUP006,plastic pellets,562,769.94,2026-04-10
PO-DM-02083,SUP010,aluminum gear housing,131,34101.92,2026-04-10
PO-DM-00333,SUP011,steel plate,408,421117.2,2026-04-11
PO-DM-00375,SUP010,aluminum gear housing,1039,149699.12,2026-04-11
PO-DM-00481,SUP041,composite tube,1177,365952.84,2026-04-11
PO-DM-00494,SUP018,casting body,1477,233469.39,2026-04-11
PO-DM-00563,SUP048,steel plate,1387,1245512.13,2026-04-11
PO-DM-01012,SUP029,chip C,1305,26204.4,2026-04-11
PO-DM-01194,SUP039,casting bracket,249,30350.61,2026-04-11
PO-DM-01207,SUP004,chip B,192,2302.08,2026-04-11
PO-DM-01487,SUP011,steel plate,793,841579.18,2026-04-11
PO-DM-01510,SUP007,stamped clip,558,4999.68,2026-04-11
PO-DM-01935,SUP008,machined housing,305,35938.15,2026-04-11
PO-DM-02253,SUP002,aluminum sheet,1471,154543.26,2026-04-11
PO-DM-02353,SUP001,steel sheets,1390,1200237.2,2026-04-11
PO-DM-02462,SUP024,aluminum bracket,339,15088.89,2026-04-11
PO-DM-00651,SUP009,capacitor pack,235,42.3,2026-04-12
PO-DM-01031,SUP036,wireform clip,372,558.0,2026-04-12
PO-DM-01115,SUP025,vac-formed tray,1271,23106.78,2026-04-12
PO-DM-01420,SUP013,forged steel arm,1279,310873.74,2026-04-12
PO-DM-01547,SUP022,plastic pellets,1435,1865.5,2026-04-12
PO-DM-02038,SUP027,powder-coated steel coil,357,555174.27,2026-04-12
PO-DM-00163,SUP038,PCB assembly type B,949,128039.08,2026-04-13
PO-DM-00397,SUP012,plastic resin,903,1896.3,2026-04-13
PO-DM-00589,SUP017,polypropylene resin,926,1518.64,2026-04-13
PO-DM-01767,SUP004,chip C,1182,16287.96,2026-04-13
PO-DM-01892,SUP001,steel coil,682,802079.74,2026-04-13
PO-DM-02191,SUP002,aluminum sheet,203,20523.3,2026-04-13
PO-DM-02219,SUP002,aluminum sheet,675,100041.75,2026-04-13
PO-DM-00033,SUP015,memory chip 8GB,1154,23126.16,2026-04-14
PO-DM-00069,SUP032,M8 bolt pack,279,122.76,2026-04-14
PO-DM-01065,SUP007,stamped clip,94,1143.98,2026-04-14
PO-DM-01332,SUP001,steel plate,194,165666.3,2026-04-14
PO-DM-01562,SUP029,chip C,788,14901.08,2026-04-14
PO-DM-01581,SUP038,PCB assembly type A,1323,133252.56,2026-04-14
PO-DM-02261,SUP002,aluminum profile,645,60584.85,2026-04-14
