transaction_id,date,supplier_id,supplier_name,category,subcategory,description,amount_usd,po_number,cost_center,department,payment_terms,invoice_status
TXN-01414,2025-07-06,SUP004,Apex Electronics,direct-materials,specialty metals,specialty metals - Apex Electronics,50898.88,PO-409012,CC400,Operations,net_30,pending
TXN-02049,2025-07-06,SUP049,Ridgeline Hydraulics,mro,industrial supplies,industrial supplies - Ridgeline Hydraulics,3391.73,PO-926556,CC300,Quality,net_30,overdue
TXN-02205,2025-07-06,SUP038,Precision Tools USA,mro,fire detection,fire detection - Precision Tools USA,6428.93,PO-780600,CC300,Quality,net_30,paid
TXN-02342,2025-07-06,SUP003,Pacific Aluminum,direct-materials,electronic components,electronic components - Pacific Aluminum,29067.32,PO-941870,CC200,Manufacturing,net_30,paid
TXN-00354,2025-07-07,SUP006,Summit Metals,direct-materials,rubber seals,rubber seals - Summit Metals,14999.38,PO-465249,CC300,Engineering,net_30,paid
TXN-00422,2025-07-07,SUP027,Apex Legal Partners,indirect,office supplies,office supplies - Apex Legal Partners,9618.48,PO-846221,CC300,Manufacturing,net_45,paid
TXN-00835,2025-07-07,SUP031,Westside Catering,indirect,energy,energy - Westside Catering,17368.67,PO-865654,CC500,Engineering,net_15,paid
TXN-00957,2025-07-07,SUP008,Frontier Plastics,direct-materials,rubber seals,rubber seals - Frontier Plastics,19797.23,PO-821469,CC200,Engineering,net_30,paid
TXN-01132,2025-07-07,SUP020,Lakeshore Warehousing,logistics,drayage,drayage - Lakeshore Warehousing,11578.67,PO-532876,CC300,Engineering,net_30,paid
TXN-01533,2025-07-07,SUP011,Prairie Components,direct-materials,plastic resin,plastic resin - Prairie Components,18216.72,PO-113353,CC400,Quality,net_30,paid
TXN-01540,2025-07-07,SUP027,Apex Legal Partners,indirect,training,training - Apex Legal Partners,15628.38,PO-474545,CC400,Manufacturing,net_45,paid
TXN-01751,2025-07-07,SUP004,Apex Electronics,direct-materials,fasteners,fasteners - Apex Electronics,53560.48,PO-940422,CC300,Quality,net_30,paid
TXN-02073,2025-07-07,SUP021,Patriot Trucking,logistics,drayage,drayage - Patriot Trucking,15156.65,PO-430583,CC400,Admin,net_15,paid
TXN-02504,2025-07-07,SUP019,Mountain Transport,logistics,LTL domestic,LTL domestic - Mountain Transport,10483.14,PO-650454,CC500,Admin,net_30,pending
TXN-00250,2025-07-08,SUP022,Skybridge Air Cargo,logistics,drayage,drayage - Skybridge Air Cargo,15272.3,PO-308727,CC500,Admin,net_30,paid
TXN-00972,2025-07-08,SUP043,FloorMaster Surfaces,mro,PPE,PPE - FloorMaster Surfaces,5573.89,PO-513989,CC400,Admin,net_15,overdue
TXN-01130,2025-07-08,SUP007,Liberty Composites,direct-materials,fasteners,fasteners - Liberty Composites,34215.91,PO-291542,CC300,Manufacturing,net_30,paid
TXN-01270,2025-07-08,SUP037,SafeGuard PPE,mro,HVAC parts,HVAC parts - SafeGuard PPE,6325.18,PO-382089,CC200,Quality,net_30,paid
TXN-01906,2025-07-08,SUP004,Apex Electronics,direct-materials,aluminum sheet,aluminum sheet - Apex Electronics,43848.35,PO-604293,CC200,Operations,net_30,paid
TXN-02039,2025-07-08,SUP012,Redwood Rubber,direct-materials,fasteners,fasteners - Redwood Rubber,53734.95,PO-668326,CC500,Operations,net_30,paid
TXN-00140,2025-07-09,SUP039,Voltex Electrical,mro,hydraulic parts,hydraulic parts - Voltex Electrical,521.27,PO-236306,CC500,Engineering,net_30,pending
TXN-00311,2025-07-09,SUP027,Apex Legal Partners,indirect,legal services,legal services - Apex Legal Partners,2254.3,PO-117007,CC300,Admin,net_45,pending
TXN-00631,2025-07-09,SUP041,ThermaFlow HVAC,mro,PPE,PPE - ThermaFlow HVAC,539.68,PO-594580,CC500,Quality,net_30,paid
TXN-00777,2025-07-09,SUP004,Apex Electronics,direct-materials,raw steel,raw steel - Apex Electronics,39248.91,PO-995304,CC100,Admin,net_30,pending
TXN-01307,2025-07-09,SUP029,Greenfield Facilities,indirect,IT services,IT services - Greenfield Facilities,12983.27,PO-319955,CC200,Operations,net_30,paid
TXN-01331,2025-07-09,SUP024,Pinnacle Office Solutions,indirect,IT services,IT services - Pinnacle Office Solutions,16502.55,PO-936865,CC200,Engineering,net_30,paid
TXN-01364,2025-07-09,SUP026,Helix Consulting,indirect,legal services,legal services - Helix Consulting,2133.05,PO-547011,CC100,Admin,net_30,paid
TXN-01450,2025-07-09,SUP003,Pacific Aluminum,direct-materials,plastic resin,plastic resin - Pacific Aluminum,34364.97,PO-771315,CC200,Engineering,net_30,paid
TXN-01773,2025-07-09,SUP035,Prism Marketing,indirect,marketing,marketing - Prism Marketing,3060.45,PO-763664,CC400,Quality,net_15,pending
TXN-01937,2025-07-09,SUP029,Greenfield Facilities,indirect,legal services,legal services - Greenfield Facilities,12190.27,PO-113021,CC300,Operations,net_30,overdue
TXN-02147,2025-07-09,SUP035,Prism Marketing,indirect,energy,energy - Prism Marketing,15668.43,PO-799486,CC200,Admin,net_15,paid
TXN-02211,2025-07-09,SUP033,Riverview Insurance,indirect,energy,energy - Riverview Insurance,4238.1,PO-880494,CC500,Engineering,net_45,paid
TXN-02309,2025-07-09,SUP036,Industrial Supply Co,mro,calibration services,calibration services - Industrial Supply Co,4322.73,PO-215159,CC300,Engineering,net_30,paid
TXN-02416,2025-07-09,SUP007,Liberty Composites,direct-materials,machined parts,machined parts - Liberty Composites,40094.6,PO-903724,CC200,Admin,net_30,paid
TXN-00474,2025-07-10,SUP028,Clearview IT Services,indirect,training,training - Clearview IT Services,4831.67,PO-974625,CC500,Engineering,net_30,paid
TXN-00613,2025-07-10,SUP033,Riverview Insurance,indirect,insurance,insurance - Riverview Insurance,2146.65,PO-158627,CC200,Engineering,net_45,pending
TXN-00822,2025-07-10,SUP041,ThermaFlow HVAC,mro,insulation,insulation - ThermaFlow HVAC,6573.8,PO-792984,CC200,Quality,net_30,paid
TXN-01110,2025-07-10,SUP050,Beacon Calibration,mro,PPE,PPE - Beacon Calibration,3209.51,PO-846209,CC400,Quality,net_30,paid
TXN-01390,2025-07-10,SUP047,SignalFire Detection,mro,HVAC parts,HVAC parts - SignalFire Detection,5947.15,PO-602275,CC100,Quality,net_30,paid
TXN-01418,2025-07-10,SUP039,Voltex Electrical,mro,industrial supplies,industrial supplies - Voltex Electrical,7028.58,PO-482986,CC200,Manufacturing,net_30,paid
TXN-01571,2025-07-10,SUP007,Liberty Composites,direct-materials,composite panels,composite panels - Liberty Composites,30703.33,PO-129329,CC300,Quality,net_30,paid
TXN-02143,2025-07-10,SUP036,Industrial Supply Co,mro,electrical,electrical - Industrial Supply Co,798.17,PO-414932,CC200,Quality,net_30,paid
TXN-02300,2025-07-10,SUP022,Skybridge Air Cargo,logistics,ocean freight,ocean freight - Skybridge Air Cargo,7539.34,PO-859498,CC100,Engineering,net_30,paid
TXN-02413,2025-07-10,SUP036,Industrial Supply Co,mro,insulation,insulation - Industrial Supply Co,6534.39,PO-525964,CC500,Engineering,net_30,paid
TXN-00201,2025-07-11,SUP006,Summit Metals,direct-materials,electronic components,electronic components - Summit Metals,10617.83,PO-675462,CC500,Admin,net_30,paid
TXN-00437,2025-07-11,SUP012,Redwood Rubber,direct-materials,plastic resin,plastic resin - Redwood Rubber,22172.68,PO-136332,CC500,Admin,net_30,paid
TXN-00658,2025-07-11,SUP025,Bright Spark Energy,indirect,marketing,marketing - Bright Spark Energy,4735.04,PO-595962,CC100,Operations,net_45,paid
TXN-00900,2025-07-11,SUP028,Clearview IT Services,indirect,insurance,insurance - Clearview IT Services,11061.21,PO-701568,CC100,Quality,net_30,overdue
TXN-01028,2025-07-11,SUP040,AquaPure Filtration,mro,filtration,filtration - AquaPure Filtration,3716.78,PO-193387,CC300,Operations,net_30,pending
TXN-01419,2025-07-11,SUP001,Great Lakes Steel,direct-materials,composite panels,composite panels - Great Lakes Steel,35452.93,PO-902598,CC200,Quality,net_45,paid
TXN-01433,2025-07-11,SUP048,CoreShield Insulation,mro,lubricants,lubricants - CoreShield Insulation,4276.84,PO-124835,CC500,Quality,net_15,paid
TXN-00108,2025-07-12,SUP043,FloorMaster Surfaces,mro,abrasives,abrasives - FloorMaster Surfaces,6442.95,PO-619389,CC100,Operations,net_15,paid
TXN-00917,2025-07-12,SUP008,Frontier Plastics,direct-materials,plastic resin,plastic resin - Frontier Plastics,41226.29,PO-314178,CC500,Manufacturing,net_30,paid
TXN-01403,2025-07-12,SUP006,Summit Metals,direct-materials,coatings,coatings - Summit Metals,50186.77,PO-286717,CC400,Admin,net_30,paid
TXN-01524,2025-07-12,SUP006,Summit Metals,direct-materials,electronic components,electronic components - Summit Metals,25758.82,PO-516209,CC500,Quality,net_30,paid
TXN-01851,2025-07-12,SUP047,SignalFire Detection,mro,cutting tools,cutting tools - SignalFire Detection,3603.33,PO-718458,CC300,Admin,net_30,paid
TXN-02010,2025-07-12,SUP037,SafeGuard PPE,mro,electrical,electrical - SafeGuard PPE,6363.94,PO-531268,CC300,Quality,net_30,paid
TXN-02350,2025-07-12,SUP032,Metro Print Services,indirect,energy,energy - Metro Print Services,10116.67,PO-284260,CC300,Admin,net_30,paid
TXN-00232,2025-07-13,SUP004,Apex Electronics,direct-materials,wire harness,wire harness - Apex Electronics,47288.98,PO-418897,CC200,Operations,net_30,paid
TXN-00235,2025-07-13,SUP011,Prairie Components,direct-materials,coatings,coatings - Prairie Components,36474.23,PO-279516,CC500,Admin,net_30,paid
TXN-00312,2025-07-13,SUP038,Precision Tools USA,mro,filtration,filtration - Precision Tools USA,5900.09,PO-305721,CC300,Operations,net_30,paid
TXN-00568,2025-07-13,SUP046,Atlas Abrasives,mro,industrial supplies,industrial supplies - Atlas Abrasives,7531.21,PO-438302,CC500,Manufacturing,net_30,pending
TXN-00727,2025-07-13,SUP021,Patriot Trucking,logistics,air freight,air freight - Patriot Trucking,14052.84,PO-152973,CC400,Quality,net_15,pending
TXN-01054,2025-07-13,SUP026,Helix Consulting,indirect,training,training - Helix Consulting,6201.44,PO-226460,CC300,Quality,net_30,pending
TXN-01472,2025-07-13,SUP027,Apex Legal Partners,indirect,office supplies,office supplies - Apex Legal Partners,2039.13,PO-928909,CC300,Admin,net_45,pending
TXN-01911,2025-07-13,SUP035,Prism Marketing,indirect,catering,catering - Prism Marketing,13758.04,PO-173822,CC300,Engineering,net_15,pending
TXN-01991,2025-07-13,SUP042,BearingPoint Mechanical,mro,bearings,bearings - BearingPoint Mechanical,923.21,PO-405980,CC500,Manufacturing,net_30,paid
TXN-01999,2025-07-13,SUP041,ThermaFlow HVAC,mro,calibration services,calibration services - ThermaFlow HVAC,3912.38,PO-576287,CC500,Engineering,net_30,paid
TXN-02280,2025-07-13,SUP009,Harbor Wire,direct-materials,composite panels,composite panels - Harbor Wire,41173.23,PO-394301,CC300,Quality,net_30,overdue
TXN-00110,2025-07-14,SUP010,Keystone Coatings,direct-materials,machined parts,machined parts - Keystone Coatings,28266.44,PO-178463,CC400,Engineering,net_15,paid
TXN-00671,2025-07-14,SUP006,Summit Metals,direct-materials,coatings,coatings - Summit Metals,14451.33,PO-188406,CC400,Engineering,net_30,paid
TXN-00791,2025-07-14,SUP003,Pacific Aluminum,direct-materials,plastic resin,plastic resin - Pacific Aluminum,38904.74,PO-757667,CC400,Admin,net_30,pending
TXN-01398,2025-07-14,SUP011,Prairie Components,direct-materials,plastic resin,plastic resin - Prairie Components,23635.35,PO-355652,CC100,Admin,net_30,paid
TXN-01421,2025-07-14,SUP045,ProWeld Gases,mro,PPE,PPE - ProWeld Gases,599.07,PO-162915,CC100,Admin,net_30,pending
TXN-02361,2025-07-14,SUP005,Cascade Fasteners,direct-materials,electronic components,electronic components - Cascade Fasteners,27802.85,PO-805691,CC100,Operations,net_30,paid
TXN-02408,2025-07-14,SUP002,Heartland Polymers,direct-materials,plastic resin,plastic resin - Heartland Polymers,54449.62,PO-517326,CC100,Quality,net_45,pending
TXN-02491,2025-07-14,SUP001,Great Lakes Steel,direct-materials,raw steel,raw steel - Great Lakes Steel,49595.6,PO-940561,CC300,Engineering,net_45,paid
TXN-00450,2025-07-15,SUP022,Skybridge Air Cargo,logistics,ocean freight,ocean freight - Skybridge Air Cargo,9638.83,PO-867926,CC400,Quality,net_30,paid
TXN-01023,2025-07-15,SUP021,Patriot Trucking,logistics,LTL domestic,LTL domestic - Patriot Trucking,15667.81,PO-361728,CC500,Operations,net_15,pending
TXN-01115,2025-07-15,SUP014,Continental Freight,logistics,FTL domestic,FTL domestic - Continental Freight,13019.51,PO-686181,CC300,Manufacturing,net_45,paid
TXN-01840,2025-07-15,SUP013,Pinnacle Alloys,direct-materials,aluminum sheet,aluminum sheet - Pinnacle Alloys,44355.17,PO-739760,CC200,Engineering,net_45,overdue
TXN-02152,2025-07-15,SUP042,BearingPoint Mechanical,mro,abrasives,abrasives - BearingPoint Mechanical,7039.03,PO-353063,CC500,Admin,net_30,paid
TXN-01487,2025-07-16,SUP040,AquaPure Filtration,mro,industrial supplies,industrial supplies - AquaPure Filtration,4999.95,PO-647093,CC300,Manufacturing,net_30,paid
TXN-01744,2025-07-16,SUP007,Liberty Composites,direct-materials,raw steel,raw steel - Liberty Composites,38174.37,PO-541878,CC400,Engineering,net_30,paid
TXN-01754,2025-07-16,SUP050,Beacon Calibration,mro,flooring,flooring - Beacon Calibration,3306.93,PO-461456,CC100,Quality,net_30,paid
TXN-01859,2025-07-16,SUP036,Industrial Supply Co,mro,lubricants,lubricants - Industrial Supply Co,6354.41,PO-937383,CC500,Manufacturing,net_30,paid
TXN-02112,2025-07-16,SUP035,Prism Marketing,indirect,marketing,marketing - Prism Marketing,11939.51,PO-992440,CC500,Operations,net_15,overdue
TXN-02189,2025-07-16,SUP049,Ridgeline Hydraulics,mro,fire detection,fire detection - Ridgeline Hydraulics,2214.35,PO-196864,CC500,Admin,net_30,paid
TXN-00194,2025-07-17,SUP019,Mountain Transport,logistics,last mile,last mile - Mountain Transport,20118.73,PO-956572,CC200,Admin,net_30,paid
TXN-00523,2025-07-17,SUP023,Harbor Drayage,logistics,warehousing,warehousing - Harbor Drayage,18475.61,PO-141319,CC500,Quality,net_30,pending
TXN-01435,2025-07-17,SUP015,Atlantic Carriers,logistics,ocean freight,ocean freight - Atlantic Carriers,22456.85,PO-625986,CC500,Admin,net_45,paid
TXN-01440,2025-07-17,SUP021,Patriot Trucking,logistics,warehousing,warehousing - Patriot Trucking,6733.79,PO-171472,CC300,Admin,net_15,paid
TXN-01485,2025-07-17,SUP041,ThermaFlow HVAC,mro,insulation,insulation - ThermaFlow HVAC,7312.27,PO-288540,CC300,Manufacturing,net_30,pending
TXN-01847,2025-07-17,SUP018,Gulf Coast Shipping,logistics,air freight,air freight - Gulf Coast Shipping,5350.36,PO-441293,CC400,Admin,net_30,paid
TXN-01926,2025-07-17,SUP041,ThermaFlow HVAC,mro,insulation,insulation - ThermaFlow HVAC,2473.8,PO-319551,CC500,Admin,net_30,paid
TXN-01993,2025-07-17,SUP039,Voltex Electrical,mro,lubricants,lubricants - Voltex Electrical,4464.17,PO-250327,CC500,Engineering,net_30,paid
TXN-02428,2025-07-17,SUP031,Westside Catering,indirect,office supplies,office supplies - Westside Catering,16726.68,PO-692887,CC500,Manufacturing,net_15,pending
TXN-00946,2025-07-18,SUP037,SafeGuard PPE,mro,filtration,filtration - SafeGuard PPE,631.59,PO-709908,CC100,Operations,net_30,paid
TXN-01749,2025-07-18,SUP037,SafeGuard PPE,mro,industrial supplies,industrial supplies - SafeGuard PPE,3505.63,PO-637085,CC200,Engineering,net_30,pending
TXN-02107,2025-07-18,SUP030,Nova Staffing,indirect,print services,print services - Nova Staffing,15041.78,PO-491399,CC300,Admin,net_30,paid
TXN-00127,2025-07-19,SUP024,Pinnacle Office Solutions,indirect,IT services,IT services - Pinnacle Office Solutions,10259.06,PO-369452,CC400,Engineering,net_30,paid
TXN-00191,2025-07-19,SUP045,ProWeld Gases,mro,insulation,insulation - ProWeld Gases,6283.23,PO-856215,CC400,Manufacturing,net_30,paid
TXN-00546,2025-07-19,SUP045,ProWeld Gases,mro,calibration services,calibration services - ProWeld Gases,1297.42,PO-616342,CC200,Quality,net_30,paid
TXN-01225,2025-07-19,SUP050,Beacon Calibration,mro,flooring,flooring - Beacon Calibration,2945.1,PO-365045,CC200,Admin,net_30,paid
TXN-01704,2025-07-19,SUP014,Continental Freight,logistics,ocean freight,ocean freight - Continental Freight,23596.45,PO-649850,CC400,Manufacturing,net_45,paid
TXN-00008,2025-07-20,SUP035,Prism Marketing,indirect,legal services,legal services - Prism Marketing,71162.9,PO-526156,CC400,Quality,net_15,paid
TXN-00455,2025-07-20,SUP016,Midwest Express,logistics,drayage,drayage - Midwest Express,10629.82,PO-767090,CC100,Engineering,net_30,paid
TXN-00665,2025-07-20,SUP041,ThermaFlow HVAC,mro,hydraulic parts,hydraulic parts - ThermaFlow HVAC,7674.46,PO-771697,CC300,Quality,net_30,paid
TXN-01901,2025-07-20,SUP045,ProWeld Gases,mro,lubricants,lubricants - ProWeld Gases,7603.73,PO-492662,CC200,Manufacturing,net_30,paid
TXN-00509,2025-07-21,SUP001,Great Lakes Steel,direct-materials,electronic components,electronic components - Great Lakes Steel,30165.68,PO-704272,CC200,Quality,net_45,pending
TXN-01655,2025-07-21,SUP018,Gulf Coast Shipping,logistics,air freight,air freight - Gulf Coast Shipping,13705.99,PO-402491,CC300,Admin,net_30,pending
TXN-01734,2025-07-21,SUP041,ThermaFlow HVAC,mro,insulation,insulation - ThermaFlow HVAC,7743.24,PO-927050,CC100,Operations,net_30,paid
TXN-00169,2025-07-22,SUP026,Helix Consulting,indirect,facilities maintenance,facilities maintenance - Helix Consulting,1844.13,PO-940247,CC500,Quality,net_30,pending
TXN-00740,2025-07-22,SUP043,FloorMaster Surfaces,mro,filtration,filtration - FloorMaster Surfaces,4450.99,PO-163029,CC300,Operations,net_15,pending
TXN-01185,2025-07-22,SUP024,Pinnacle Office Solutions,indirect,training,training - Pinnacle Office Solutions,14856.55,PO-652522,CC500,Quality,net_30,pending
TXN-01272,2025-07-22,SUP042,BearingPoint Mechanical,mro,bearings,bearings - BearingPoint Mechanical,2662.55,PO-284970,CC300,Operations,net_30,paid
TXN-01530,2025-07-22,SUP045,ProWeld Gases,mro,electrical,electrical - ProWeld Gases,2512.0,PO-923895,CC200,Engineering,net_30,paid
TXN-01534,2025-07-22,SUP012,Redwood Rubber,direct-materials,polymers,polymers - Redwood Rubber,53743.1,PO-812195,CC100,Admin,net_30,paid
TXN-02047,2025-07-22,SUP048,CoreShield Insulation,mro,welding gases,welding gases - CoreShield Insulation,1927.14,PO-144773,CC300,Quality,net_15,paid
TXN-02174,2025-07-22,SUP038,Precision Tools USA,mro,electrical,electrical - Precision Tools USA,2875.38,PO-944848,CC400,Operations,net_30,paid
TXN-02331,2025-07-22,SUP011,Prairie Components,direct-materials,raw steel,raw steel - Prairie Components,31144.17,PO-492729,CC100,Admin,net_30,paid
TXN-02362,2025-07-22,SUP040,AquaPure Filtration,mro,fire detection,fire detection - AquaPure Filtration,5584.27,PO-647066,CC500,Engineering,net_30,paid
TXN-00224,2025-07-23,SUP009,Harbor Wire,direct-materials,plastic resin,plastic resin - Harbor Wire,48256.58,PO-848022,CC400,Manufacturing,net_30,pending
TXN-00486,2025-07-23,SUP034,Cornerstone Training,indirect,office supplies,office supplies - Cornerstone Training,16008.99,PO-302127,CC200,Manufacturing,net_30,paid
TXN-00818,2025-07-23,SUP022,Skybridge Air Cargo,logistics,air freight,air freight - Skybridge Air Cargo,14979.59,PO-794799,CC100,Admin,net_30,pending
TXN-00828,2025-07-23,SUP028,Clearview IT Services,indirect,training,training - Clearview IT Services,10494.46,PO-597938,CC200,Operations,net_30,paid
TXN-00956,2025-07-23,SUP039,Voltex Electrical,mro,HVAC parts,HVAC parts - Voltex Electrical,4423.41,PO-844378,CC300,Manufacturing,net_30,paid
TXN-01475,2025-07-23,SUP041,ThermaFlow HVAC,mro,fire detection,fire detection - ThermaFlow HVAC,3428.09,PO-522700,CC300,Admin,net_30,paid
