transaction_id,date,category,supplier,description,amount_usd,po_number,cost_center
TXN-1269,2025-06-01,Logistics,Coastal Transport Co,Logistics services,84313.55,PO-1269,CC-773
TXN-1259,2025-06-01,Logistics,Coastal Transport Co,Logistics services,69180.55,PO-1259,CC-883
TXN-2284,2025-08-23,MRO,FastParts Direct,MRO services,23660.77,PO-2284,CC-439
TXN-1908,2026-02-21,Raw materials,Apex Electronics,Raw materials services,59481.54,PO-1908,CC-829
TXN-1582,2025-09-11,Facilities,SafeGuard Security,Facilities services,84528.01,PO-1582,CC-671
TXN-1507,2025-05-18,Facilities,GreenSpace Facilities,Facilities services,97206.62,PO-1507,CC-584
TXN-1470,2026-03-08,Logistics,National Carriers Inc,Logistics services,46709.28,PO-1470,CC-416
TXN-1634,2025-12-01,Facilities,SafeGuard Security,Facilities services,79547.38,PO-1634,CC-854
TXN-1799,2025-09-10,Raw materials,Great Lakes Steel,Raw materials services,58072.84,PO-1799,CC-525
TXN-2342,2025-11-06,MRO,ToolWorks Inc,MRO services,32143.1,PO-2342,CC-261
TXN-1173,2026-02-24,IT services,Pinnacle IT Group,IT services services,82875.5,PO-1173,CC-659
TXN-1319,2025-09-19,Logistics,National Carriers Inc,Logistics services,68213.26,PO-1319,CC-402
TXN-2266,2025-07-23,MRO,ToolWorks Inc,MRO services,25880.14,PO-2266,CC-425
TXN-1538,2025-07-26,Facilities,ProClean Services,Facilities services,96946.15,PO-1538,CC-242
TXN-1213,2026-04-17,IT services,NetSecure Corp,IT services services,84278.06,PO-1213,CC-295
TXN-1171,2026-01-01,IT services,RapidDeploy LLC,IT services services,70276.03,PO-1171,CC-460
TXN-2074,2025-09-26,Professional services,Nexus Staffing,Professional services services,62961.72,PO-2074,CC-392
TXN-2418,2026-03-04,MRO,ToolWorks Inc,MRO services,29634.89,PO-2418,CC-222
TXN-1054,2025-07-23,IT services,TechBridge Systems,IT services services,94980.66,PO-1054,CC-419
TXN-1111,2025-10-07,IT services,CloudStack Solutions,IT services services,111668.55,PO-1111,CC-798
TXN-2124,2025-12-06,Professional services,Nexus Staffing,Professional services services,39374.67,PO-2124,CC-960
TXN-1970,2026-04-22,Raw materials,Apex Electronics,Raw materials services,59886.25,PO-1970,CC-406
TXN-1131,2025-11-01,IT services,CloudStack Solutions,IT services services,96490.76,PO-1131,CC-632
TXN-1196,2026-03-23,IT services,TechBridge Systems,IT services services,59297.63,PO-1196,CC-891
TXN-1211,2026-04-12,IT services,DataVault Inc,IT services services,78830.74,PO-1211,CC-916
TXN-1814,2025-09-26,Raw materials,Great Lakes Steel,Raw materials services,63661.47,PO-1814,CC-992
TXN-1342,2025-10-03,Logistics,Coastal Transport Co,Logistics services,45905.19,PO-1342,CC-750
TXN-1432,2026-02-19,Logistics,National Carriers Inc,Logistics services,61342.47,PO-1432,CC-878
TXN-1164,2026-01-08,IT services,CloudStack Solutions,IT services services,96870.69,PO-1164,CC-378
TXN-1516,2025-06-03,Facilities,SafeGuard Security,Facilities services,53606.86,PO-1516,CC-435
TXN-2356,2025-11-11,MRO,FastParts Direct,MRO services,55303.18,PO-2356,CC-564
TXN-1481,2026-04-12,Logistics,Redline Logistics LLC,Logistics services,57047.07,PO-1481,CC-341
TXN-1257,2025-06-01,Logistics,Horizon Distribution,Logistics services,70236.32,PO-1257,CC-193
TXN-1048,2025-07-08,IT services,NetSecure Corp,IT services services,59026.46,PO-1048,CC-999
TXN-1377,2025-11-20,Logistics,Horizon Distribution,Logistics services,60690.98,PO-1377,CC-540
TXN-1343,2025-10-10,Logistics,National Carriers Inc,Logistics services,89688.3,PO-1343,CC-764
TXN-1848,2025-11-26,Raw materials,Heartland Polymers,Raw materials services,77617.67,PO-1848,CC-160
TXN-1923,2026-02-24,Raw materials,Heartland Polymers,Raw materials services,51519.56,PO-1923,CC-899
TXN-2067,2025-09-09,Professional services,Whitfield Advisory,Professional services services,65646.59,PO-2067,CC-427
TXN-2203,2026-03-09,Professional services,Whitfield Advisory,Professional services services,40885.3,PO-2203,CC-151
TXN-1744,2025-06-17,Raw materials,Bayshore Materials,Raw materials services,72336.94,PO-1744,CC-863
TXN-1912,2026-02-07,Raw materials,Great Lakes Steel,Raw materials services,59758.91,PO-1912,CC-927
TXN-1556,2025-08-25,Facilities,SafeGuard Security,Facilities services,75143.21,PO-1556,CC-685
TXN-1810,2025-09-14,Raw materials,Heartland Polymers,Raw materials services,67391.93,PO-1810,CC-505
TXN-2321,2025-10-19,MRO,Industrial Supply Co,MRO services,59299.2,PO-2321,CC-514
TXN-2240,2025-05-22,MRO,Grainger West,MRO services,48916.25,PO-2240,CC-827
TXN-1548,2025-08-11,Facilities,SafeGuard Security,Facilities services,43387.34,PO-1548,CC-826
TXN-1597,2025-10-23,Facilities,ProClean Services,Facilities services,70015.0,PO-1597,CC-212
TXN-2338,2025-10-13,MRO,Industrial Supply Co,MRO services,45928.19,PO-2338,CC-328
TXN-1649,2026-01-22,Facilities,Meridian Maintenance Group,Facilities services,82371.39,PO-1649,CC-872
TXN-1643,2026-01-04,Facilities,Meridian Maintenance Group,Facilities services,36694.23,PO-1643,CC-576
TXN-1468,2026-03-12,Logistics,National Carriers Inc,Logistics services,34598.61,PO-1468,CC-792
TXN-1704,2026-04-02,Facilities,SafeGuard Security,Facilities services,53065.74,PO-1704,CC-676
TXN-1332,2025-09-27,Logistics,SwiftLine Freight,Logistics services,48170.82,PO-1332,CC-593
TXN-1163,2026-01-09,IT services,Pinnacle IT Group,IT services services,89942.2,PO-1163,CC-550
TXN-1147,2025-12-08,IT services,DataVault Inc,IT services services,93617.9,PO-1147,CC-925
TXN-1829,2025-10-12,Raw materials,Cascade Fasteners,Raw materials services,32713.39,PO-1829,CC-109
TXN-2171,2026-02-01,Professional services,Keystone Legal,Professional services services,36142.32,PO-2171,CC-787
TXN-2255,2025-06-21,MRO,Grainger West,MRO services,60082.59,PO-2255,CC-821
TXN-2293,2025-08-15,MRO,Industrial Supply Co,MRO services,35305.39,PO-2293,CC-490
